track_name,artists,peak_position,first_chart_date,last_chart_date,n_chart_appearances,n_distinct_charts,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,peak_charts
'Til You Can't,Cody Johnson,82,2022-01-01,2022-01-01,1,1,Country Car Hits,1,224213,False,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,4,country,,hot-100
(Everything I Do) I Do It For You,Bryan Adams,13,,,2,2,90's Music Grandi Successi,2,394133,False,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,4,rock,,List of best-selling singles
2 On (feat. ScHoolboy Q),Tinashe;ScHoolboy Q,75,2014-06-07,2014-06-07,1,1,Aquarius,72,227000,True,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,4,alternative,,hot-100
2step,Ed Sheeran;Lil Baby,56,2022-07-02,2022-07-02,1,1,Totally Rap,0,163449,False,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,4,pop,,hot-100
5 Foot 9,Tyler Hubbard,88,2022-07-02,2022-07-02,1,1,Artsy & Colourful,1,189780,False,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,4,country,,hot-100
7 rings,Ariana Grande,9,2019-06-01,2019-06-01,2,2,"thank u, next",84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance,,List of best-selling singles
7500 OBO,Tim McGraw,93,2022-07-02,2022-07-02,1,1,Sad Country Songs,3,221400,False,0.528,0.718,7,-6.954,1,0.0337,0.1,0.0,0.304,0.51,155.759,4,country,,hot-100
About Damn Time,Lizzo,5,2022-07-02,2022-07-02,1,1,About Damn Time,89,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop,,hot-100
Africa,TOTO,9,,,1,1,Toto IV,83,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock,,List of best-selling singles
After A Few,Travis Denning,33,2020-06-06,2020-06-06,1,1,Tailgate Country,0,214040,False,0.619,0.855,10,-4.356,0,0.0346,0.0155,0.0,0.162,0.656,107.004,4,country,,hot-100
After Hours,The Weeknd,101,2025-11-08,2025-11-08,1,1,Halloween Party 2022,0,361946,False,0.651,0.567,5,-5.941,0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4,pop,,billboard-200
Ain't It Fun,Paramore,11,2014-06-07,2014-06-07,1,1,Alternative Rock Mixtape,1,296520,False,0.606,0.893,9,-3.681,1,0.0987,0.154,4.18e-05,0.021,0.671,103.985,4,emo,,hot-100
Ain't No Mountain High Enough,Marvin Gaye;Tammi Terrell,25,,,1,1,United,82,151666,False,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,4,funk,,List of best-selling singles
Alive,Krewella,44,2013-06-01,2013-06-01,1,1,Get Wet,53,288880,False,0.671,0.828,9,-2.907,1,0.053,0.00304,0.00287,0.352,0.57,127.976,4,dub,,hot-100
All In,Lil Baby,99,2020-06-06,2020-06-06,1,1,Bad Boy Club,0,156032,True,0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,4,hip-hop,,hot-100
All The Right Moves,OneRepublic,44,2010-06-05,2010-06-05,1,1,Waking Up,67,238000,False,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,4,piano,,hot-100
All of Me,John Legend,3,2014-06-07,2014-06-07,2,2,Love In The Future (Expanded Edition),85,269560,False,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4,soul,John Legend — All of Me;kamil,hot-100
As It Was,Harry Styles,1,2022-07-02,2023-01-07,4,2,As It Was,95,167303,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,pop,,List of best-selling singles
Attention,Charlie Puth,45,2017-06-03,2017-06-03,1,1,Voicenotes,83,208786,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,dance,,hot-100
BICHOTA,KAROL G,88,2021-01-02,2021-01-02,1,1,El perreo es el futuro,0,178946,True,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,reggae,,hot-100
BURN IT DOWN,Linkin Park,66,2012-06-02,2012-06-02,1,1,LIVING THINGS,75,230253,False,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,alternative,,hot-100
Baby,Justin Bieber;Ludacris,38,2010-06-05,2010-06-05,1,1,My World 2.0,82,214240,False,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,4,pop,,hot-100
Back In Black,AC/DC,15,,,1,1,Back In Black,85,255493,False,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock,,List of best-selling singles
Back To Black,Glee Cast,82,2011-06-04,2011-06-04,1,1,"Glee: The Music, The Complete Season Two",46,239306,False,0.538,0.721,4,-4.641,0,0.0534,0.2,0.000337,0.332,0.33,123.421,4,club,,hot-100
Back To You,Selena Gomez,46,2018-06-02,2018-06-02,1,1,13 Reasons Why (Season 2),72,210240,False,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4,dance,,hot-100
Bad Habits,Ed Sheeran,6,2022-01-01,2022-07-02,3,2,=,88,230746,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,pop,,List of best-selling singles
Bad Liar,Selena Gomez,80,2017-06-03,2017-06-03,1,1,Queda poco para la PAES,0,214647,False,0.965,0.414,1,-6.408,1,0.0712,0.189,0.0,0.0767,0.729,121.032,4,dance,,hot-100
Bad Romance,Lady Gaga,23,2010-06-05,2010-06-05,2,2,Halloween 2022,0,294573,True,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4,dance,,List of best-selling singles
Bad Romance (Glee Cast Version),Glee Cast,86,2010-06-05,2010-06-05,1,1,"Glee: The Music, Volume 3 Showstoppers",47,294226,False,0.628,0.922,9,-4.638,0,0.0759,0.0055,3.69e-06,0.181,0.532,119.005,4,club,,hot-100
Bam Bam (feat. Ed Sheeran),Camila Cabello;Ed Sheeran,36,2022-07-02,2022-07-02,1,1,Bam Bam (feat. Ed Sheeran),87,206070,False,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,dance,,hot-100
Bangarang (feat. Sirah),Skrillex;Sirah,96,2012-06-02,2012-06-02,1,1,Bangarang EP,71,215253,True,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,4,edm,,hot-100
Be Careful,Cardi B,16,2018-06-02,2018-06-02,1,1,On Chill - Rap & RnB,0,210787,False,0.835,0.561,6,-8.248,0,0.4,0.0264,0.0,0.095,0.499,152.152,4,dance,,hot-100
"Beamer, Benz, Or Bentley",Lloyd Banks;Juelz Santana,56,2010-06-05,2010-06-05,1,1,10s Hip-Hop Hits,59,208386,True,0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,4,hardcore,,hot-100
Beautiful Crazy,Luke Combs,42,2019-06-01,2019-06-01,1,1,This One's for You Too (Deluxe Edition),80,193200,False,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4,country,,hot-100
Beautiful Now,Zedd;Jon Bellion,88,2015-06-06,2015-06-06,1,1,True Colors,70,218293,False,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,4,edm,,hot-100
Believer,Imagine Dragons,20,2017-06-03,2017-06-03,1,1,Evolve,88,204346,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,rock,,hot-100
Best Day Of My Life,American Authors,24,2014-06-07,2014-06-07,1,1,"Oh, What A Life",79,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,indie-pop,Best Day Of My Life,hot-100
Blank Space,Taylor Swift,32,2015-06-06,2015-06-06,1,1,1989 (Deluxe),85,231826,False,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4,pop,,hot-100
Blinding Lights,The Weeknd,1,2020-06-06,2020-06-06,3,3,After Hours,91,200040,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,pop,,Greatest of All Time Hot 100 Singles;List of best-selling singles
Blue Christmas,Elvis Presley,18,2021-01-02,2024-01-06,3,1,Santa Claus Is Coming To Town,0,128080,False,0.506,0.475,4,-7.552,1,0.0324,0.83,0.00411,0.124,0.596,94.494,4,rock-n-roll,,hot-100
Blurred Lines,Robin Thicke;T.I.;Pharrell Williams,1,2013-06-01,2013-06-01,3,3,Blurred Lines (Deluxe),76,263826,False,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4,soul,,List of best-selling singles
Body Like A Back Road,Sam Hunt,16,2017-06-03,2017-06-03,1,1,Tailgate Country,0,165386,False,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,4,country,,hot-100
Bohemian Rhapsody,Queen,6,,,1,1,Bohemian Rhapsody (The Original Soundtrack),75,354947,False,0.39,0.397,0,-9.963,0,0.0513,0.287,0.0,0.207,0.246,144.031,4,rock,ease,List of best-selling singles
Born This Way,Lady Gaga,24,2011-06-04,2011-06-04,1,1,Beginner Ride (Mixtape Vol. 1),0,260413,False,0.586,0.835,11,-5.117,1,0.146,0.00387,0.0,0.304,0.492,123.936,4,dance,,hot-100
Born To Die,Lana Del Rey,124,2025-11-08,2025-11-08,1,1,Halloween & Alternative,6,286253,False,0.206,0.636,4,-6.591,0,0.0418,0.211,0.000118,0.217,0.394,77.797,4,pop,lana,billboard-200
Boy With Luv (feat. Halsey),BTS;Halsey,71,2019-06-01,2019-06-01,1,1,MAP OF THE SOUL : PERSONA,80,229773,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,4,k-pop,,hot-100
Break My Heart,Dua Lipa,34,2020-06-06,2020-06-06,1,1,Future Nostalgia,78,221820,False,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,dance,,hot-100
Bright,Echosmith,50,2015-06-06,2015-06-06,1,1,Coffee Moment,0,220626,False,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034,4,indie-pop,,hot-100
Budapest,George Ezra,35,2015-06-06,2015-06-06,1,1,Wanted on Voyage (Expanded Edition),79,200733,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4,folk,,hot-100
Bulletproof,La Roux,14,2010-06-05,2010-06-05,1,1,La Roux,71,205733,False,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,4,synth-pop,,hot-100
Butter,BTS,15,,,1,1,Proof,83,164952,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop,,List of best-selling singles
Buy Dirt,Jordan Davis;Luke Bryan,59,2022-01-01,2022-01-01,1,1,Autumn Vibe,0,167480,False,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,4,country,,hot-100
Call Me,Blondie,64,,,1,1,Atomic/Atomix,73,212600,False,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4,power-pop,Bangles: Manic Monday;Blondie ,Greatest of All Time Hot 100 Singles
Call Me Maybe,Carly Rae Jepsen,1,2012-06-02,2012-06-02,4,3,Kiss,80,193400,False,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,electro,America's next best top greatest playlist ever.,List of best-selling singles
Call Out My Name,The Weeknd,30,2018-06-02,2018-06-02,1,1,"My Dear Melancholy,",89,228373,False,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3,pop,,hot-100
Can't Remember to Forget You (feat. Rihanna),Shakira;Rihanna,100,2014-06-07,2014-06-07,1,1,Shakira. (Expanded Edition),75,206866,False,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,4,latin,,hot-100
Candle In The Wind 1997,Elton John,2,,,1,1,Candle In The Wind 1997 / Something About ...,59,250106,False,0.45,0.311,4,-8.175,1,0.0314,0.977,0.00713,0.167,0.367,125.648,4,piano,,List of best-selling singles
Centerfold,The J. Geils Band,73,,,1,1,Freeze Frame,74,216533,False,0.653,0.677,0,-12.244,1,0.0396,0.249,0.0,0.403,0.888,114.37,4,blues,,Greatest of All Time Hot 100 Singles
Chained To The Rhythm,Katy Perry;Skip Marley,88,2017-06-03,2017-06-03,1,1,Concierto en la ducha,0,237733,False,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,4,dance,,hot-100
Chandelier,Sia,48,2014-06-07,2014-06-07,1,1,1000 Forms Of Fear,80,216120,False,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,dance,Sia - Chandelier;Sia — Chandelier;To Sing...,hot-100
Cheap Thrills,Sia,29,2016-06-04,2016-06-04,2,2,This Is Acting,78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance,,List of best-selling singles
Clarity,Zedd;Foxes,30,2013-06-01,2013-06-01,1,1,Workout Hits 2023,0,271426,False,0.509,0.781,8,-3.48,1,0.0721,0.0391,0.0,0.0749,0.176,128.002,4,edm,,hot-100
Classic,MKTO,25,2014-06-07,2014-06-07,1,1,MKTO,82,175426,False,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4,rock,MKTO - Classic,hot-100
Closer,The Chainsmokers;Halsey,8,2017-06-03,2017-06-03,3,3,Closer,84,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,dance,,List of best-selling singles
Clout,Offset;Cardi B,56,2019-06-01,2019-06-01,1,1,GANG GANG - HIP HOP & RAP,3,205803,True,0.919,0.622,1,-7.384,1,0.0997,0.23,4.24e-06,0.122,0.423,140.022,4,hip-hop,,hot-100
Come & Get It,Selena Gomez,7,2013-06-01,2013-06-01,1,1,Almorzando solo,0,231413,False,0.552,0.783,7,-4.138,0,0.0504,0.00887,0.00026,0.0954,0.575,79.984,4,dance,,hot-100
Come with Me Now,KONGOS,52,2014-06-07,2014-06-07,1,1,Lunatic,67,211960,False,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,4,blues,,hot-100
Counting Stars,OneRepublic,26,2014-06-07,2014-06-07,1,1,Native,83,257266,False,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,piano,Counting Stars 2;Party modern rock,hot-100
Country Girl (Shake It For Me),Luke Bryan,44,2011-06-04,2011-06-04,1,1,Tailgate Country,2,225560,False,0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,4,country,,hot-100
Dark Horse,Katy Perry;Juicy J,6,2014-06-07,2014-06-07,2,2,Halloween 2022,0,215672,False,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,4,dance,,hot-100
Deck The Halls,Nat King Cole,17,2021-01-02,2024-01-06,4,1,Rock Christmas 2022 - The Very Best Of,1,69000,False,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,jazz,,hot-100
Demons,Imagine Dragons,42,2013-06-01,2014-06-07,2,1,Night Visions,84,177506,False,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4,rock,,hot-100
Despacito,Luis Fonsi;Daddy Yankee,3,,,1,1,VIDA,80,229360,False,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4,latin,,List of best-selling singles
Diamond Rings And Old Barstools,Tim McGraw;Catherine Dunn,85,2015-06-06,2015-06-06,1,1,Sad Country Songs,1,198373,False,0.55,0.496,5,-6.325,1,0.025,0.463,0.000135,0.119,0.353,141.898,4,country,,hot-100
Diamonds,Sam Smith,65,2021-01-02,2021-01-02,1,1,pov: it's 2020,3,213869,False,0.653,0.667,10,-6.764,0,0.0423,0.154,0.0,0.107,0.556,104.181,4,dance,,hot-100
Diana,Paul Anka,19,,,1,1,Sings His Favorites,56,140520,False,0.551,0.576,7,-8.49,1,0.0325,0.762,0.0,0.803,0.919,142.814,4,rock-n-roll,,List of best-selling singles
Die Young (feat. 347aidan),Sleepy Hallow;347aidan,94,2022-07-02,2022-07-02,1,1,Die Young (feat. 347aidan),81,148816,True,0.808,0.582,11,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,4,r-n-b,,hot-100
Dirty Dancer,Enrique Iglesias;Usher,20,2011-06-04,2011-06-04,1,1,Euphoria,55,214453,False,0.651,0.939,11,-3.606,1,0.0774,0.00604,0.0,0.139,0.733,133.05,4,latin,,hot-100
Don't Call Me Up,Mabel,79,2019-06-01,2019-06-01,1,1,Ivy To Roses (Mixtape),77,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,edm,,hot-100
Don't Let Me Down,The Chainsmokers;Daya,6,2016-06-04,2016-06-04,2,2,Don't Let Me Down,80,208373,False,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,dance,,hot-100
Don't Start Now,Dua Lipa,7,2020-06-06,2020-06-06,2,2,Future Nostalgia,81,183290,False,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4,dance,,hot-100
Don't Stop Believin',Journey,3,,,1,1,Escape (Bonus Track Version),83,250986,False,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4,hard-rock,,List of best-selling singles
Dream On (Glee Cast Version) (feat. Neil Patrick Harris),Glee Cast;Neil Patrick Harris,26,2010-06-05,2010-06-05,1,1,"Glee: The Music, Volume 3 Showstoppers",49,274133,False,0.417,0.622,3,-4.706,1,0.0299,0.0128,2.46e-06,0.614,0.224,154.022,4,club,,hot-100
Dura,Daddy Yankee,47,2018-06-02,2018-06-02,1,1,El perreo es el futuro,0,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,4,hip-hop,,hot-100
Dynamite,BTS,44,2021-01-02,2021-01-02,1,1,BE,85,199053,False,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,k-pop,,hot-100
E.T.,Katy Perry,2,2011-06-04,2011-06-04,2,2,Halloween 2022,0,206373,False,0.603,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.731,150.054,4,dance,,hot-100
Earth,Lil Dicky,78,2019-06-01,2019-06-01,1,1,Earth,40,281500,True,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,4,comedy,,hot-100
Easy On Me,Adele,5,2022-01-01,2022-01-01,1,1,Easy On Me,85,224694,False,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,4,british,,hot-100
Efecto,Bad Bunny,45,2022-07-02,2022-07-02,1,1,Un Verano Sin Ti,96,213061,False,0.801,0.475,7,-8.797,0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,4,latin,,hot-100
El Amante,Nicky Jam,97,2017-06-03,2017-06-03,1,1,Fénix,69,219506,False,0.683,0.691,8,-5.535,1,0.0432,0.243,0.0,0.14,0.732,179.91,4,latino,,hot-100
Emotionally Scarred,Lil Baby,54,2020-06-06,2020-06-06,1,1,Drippy Drippy,2,197529,True,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,4,hip-hop,,hot-100
End Of The Road,Boyz II Men,61,,,1,1,Cooleyhighharmony (Bonus Tracks Version),71,351466,False,0.64,0.427,5,-9.29,0,0.0241,0.0664,0.0,0.0579,0.529,149.703,3,r-n-b,,Greatest of All Time Hot 100 Singles
Every Breath You Take,The Police,35,,,1,1,Synchronicity (Remastered 2003),86,253920,False,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,4,rock,Leos trumlåtar,Greatest of All Time Hot 100 Singles
Everybody Talks,Neon Trees,42,2012-06-02,2012-06-02,1,1,Picture Show,80,177280,False,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,4,alt-rock,,hot-100
Eye of the Tiger,Survivor,26,,,2,2,Rocky IV,77,245640,False,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,4,rock,Eye of the Tiger 2,List of best-selling singles
FAKE LOVE,BTS,10,2018-06-02,2018-06-02,1,1,Love Yourself 轉 'Tear',76,242333,False,0.557,0.719,2,-4.515,0,0.0371,0.00267,0.0,0.306,0.345,77.502,4,k-pop,,hot-100
Faded,Alan Walker,97,2016-06-04,2016-06-04,1,1,Different World,80,212106,False,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,electro,,hot-100
Fall in Love,Bailey Zimmerman,60,2022-07-02,2022-07-02,1,1,New Country,1,232058,False,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,4,country,,hot-100
Falling,Trevor Daniel,21,2020-06-06,2020-06-06,1,1,Nicotine,79,159381,False,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4,pop,,hot-100
Fancy Like,Walker Hayes,45,2022-01-01,2022-01-01,1,1,Country Stuff The Album,77,161853,False,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,4,country,,hot-100
Favorite Time Of Year,Carrie Underwood,62,2021-01-02,2021-01-02,1,1,Country Christmas Greatest Hits,1,195320,False,0.509,0.881,0,-5.302,1,0.0497,0.00489,0.0,0.359,0.509,141.881,4,country,,hot-100
Felices los 4,Maluma,93,2017-06-03,2017-06-03,1,1,F.A.M.E.,74,230000,False,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,4,latino,,hot-100
Fernando,ABBA,17,,,1,1,Arrival,68,252960,False,0.354,0.535,9,-8.876,1,0.0303,0.627,2.9e-06,0.0808,0.434,110.821,4,swedish,Abba.,List of best-selling singles
