track_name,artists,peak_position,first_chart_date,last_chart_date,n_chart_appearances,n_distinct_charts,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,peak_charts
Fight Song,Rachel Platten,30,2015-06-06,2015-06-06,1,1,Wildfire,77,204013,False,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4,rock,,hot-100
Firework,Katy Perry,17,2011-06-04,2011-06-04,2,2,Del gusto de mamá,1,227973,False,0.637,0.867,8,-3.686,1,0.05,0.143,0.0,0.11,0.652,124.069,4,dance,,List of best-selling singles
First Class,Jack Harlow,3,2022-07-02,2022-07-02,1,1,Back to School!,1,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,,hot-100
Forever After All,Luke Combs,73,2021-01-02,2021-01-02,1,1,What You See Ain't Always What You Get (Deluxe Edition),79,232533,False,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,4,country,,hot-100
Freaky Friday (feat. Chris Brown),Lil Dicky;Chris Brown,22,2018-06-02,2018-06-02,1,1,Freaky Friday (feat. Chris Brown),45,216631,True,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,4,comedy,,hot-100
GDFR,Flo Rida;Sage The Gemini;Lookas,21,2015-06-06,2015-06-06,1,1,Pushin P - Top Rap,1,190185,False,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance,,hot-100
GOOBA,6ix9ine,22,2020-06-06,2020-06-06,1,1,TattleTales,71,132303,True,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,4,emo,,hot-100
GOOD TIME,Niko Moon,82,2021-01-02,2021-01-02,1,1,GOOD TIME,70,214720,False,0.802,0.59,5,-7.189,1,0.0493,0.0874,0.0,0.275,0.687,138.084,4,country,,hot-100
Gangsta's Paradise,Coolio;L.V.,98,,,1,1,Gangsta's Paradise,89,240693,False,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.386,79.975,4,funk,,Greatest of All Time Hot 100 Singles
Gentleman,PSY,49,2013-06-01,2013-06-01,1,1,VIP DJ,50,194546,False,0.878,0.723,3,-3.334,0,0.102,0.00227,0.0,0.0516,0.619,126.01,4,k-pop,01515;Psy;Sc2,hot-100
Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk;Pharrell Williams;Nile Rodgers,10,2013-06-01,2013-06-01,1,1,Random Access Memories,75,369626,False,0.81,0.793,6,-9.404,0,0.0403,0.0378,1.77e-06,0.072,0.863,116.05,4,electro,,hot-100
Ghost,Justin Bieber,26,2022-01-01,2022-07-02,2,1,Justice,88,153190,False,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,4,pop,,hot-100
Girl Crush,Little Big Town,22,2015-06-06,2015-06-06,1,1,Pain Killer,70,193320,False,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,3,country,Girl Crush,hot-100
Girls Chase Boys,Ingrid Michaelson,89,2014-06-07,2014-06-07,1,1,Lights Out,56,221413,False,0.518,0.828,8,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,4,acoustic,Sia - Chandelier,hot-100
Girls Just Want to Have Fun,Cyndi Lauper,28,,,1,1,She's So Unusual,79,238266,False,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4,disco,Whitesnake - Here I Go Again,List of best-selling singles
Glad You Came,The Wanted,8,2012-06-02,2012-06-02,1,1,Battleground (Deluxe Edition),79,197935,False,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,4,rock,,hot-100
Glimpse of Us,Joji,8,2022-07-02,2022-07-02,1,1,Glimpse of Us,94,233456,False,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,pop,,hot-100
God's Country,Blake Shelton,24,2019-06-01,2019-06-01,1,1,Single Saturday Night - Country Songs,0,204800,False,0.537,0.754,10,-5.102,1,0.0399,0.0586,4.8e-06,0.118,0.212,139.986,4,country,,hot-100
God's Plan,Drake,3,2018-06-02,2018-06-02,3,3,Scorpion,84,198973,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,4,hip-hop,,hot-100
Godzilla (feat. Juice WRLD),Eminem;Juice WRLD,88,2020-06-06,2020-06-06,1,1,Music To Be Murdered By,83,210800,True,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4,hip-hop,,hot-100
"Gone, Gone, Gone",Phillip Phillips,57,2013-06-01,2013-06-01,1,1,The World From The Side Of The Moon,67,209693,False,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,4,folk,Practice for Sept 20th,hot-100
Good Feeling,Flo Rida,40,2012-06-02,2012-06-02,1,1,Running Songs,1,248133,False,0.706,0.89,1,-4.447,0,0.0687,0.0588,0.00288,0.305,0.685,128.012,4,dance,,hot-100
H.O.L.Y.,Florida Georgia Line,21,2016-06-04,2016-06-04,1,1,Dig Your Roots,71,194186,False,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,4,country,,hot-100
HUMBLE.,Kendrick Lamar,5,2017-06-03,2017-06-03,1,1,DAMN.,84,177000,True,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,hip-hop,,hot-100
Happier Than Ever,Billie Eilish,51,2022-01-01,2025-11-08,2,2,Autumn Vibes 2022,0,298899,False,0.314,0.238,0,-8.802,1,0.0389,0.741,0.00193,0.128,0.303,72.535,3,pop,,hot-100
Harlem Shake,Baauer,50,2013-06-01,2013-06-01,1,1,Harlem Shake,58,196664,False,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,4,electronic,2/14/13;LAUREN FOR KIDS 2013-2014,hot-100
Havana (feat. Young Thug),Camila Cabello;Young Thug,1,2018-06-02,2018-06-02,3,2,Camila,80,217306,False,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,dance,,List of best-selling singles
Heart Attack,Demi Lovato,14,2013-06-01,2013-06-01,1,1,Demi,78,210840,False,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,4,dance,,hot-100
Heat Waves,Glass Animals,10,2022-01-01,2022-07-02,3,2,Heat Waves,85,238805,False,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop,,hot-100
Heaven,Kane Brown,21,2018-06-02,2018-06-02,1,1,Kane Brown (Deluxe Edition),73,179506,False,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,4,country,,hot-100
Heavy,Linkin Park;Kiiara,54,2017-06-03,2017-06-03,1,1,Heavy,18,169800,False,0.587,0.682,6,-6.091,0,0.0963,0.0345,0.0,0.0586,0.374,149.978,4,grunge,,hot-100
Hello,Adele,18,,,1,1,25,74,295502,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,british,,List of best-selling singles
Here With Me,Marshmello;CHVRCHES,48,2019-06-01,2019-06-01,1,1,Here With Me,75,156346,False,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,4,dance,,hot-100
Hey Jude,The Beatles,1,,,2,2,Love,66,238854,False,0.462,0.632,5,-7.438,1,0.0248,0.091,0.0,0.397,0.585,74.268,4,british,,List of best-selling singles
"Hey Look Ma, I Made It",Panic! At The Disco,47,2019-06-01,2019-06-01,1,1,Alternative Rock Mixtape,2,169666,False,0.577,0.834,5,-3.337,1,0.0689,0.0134,0.0,0.121,0.575,107.936,4,rock,,hot-100
Hey Mama,David Guetta;Nicki Minaj;Bebe Rexha;Afrojack,8,2015-06-06,2015-06-06,1,1,Want to Want Me - 10s Pop,46,192560,False,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.524,85.979,4,edm,,hot-100
Hey Pretty Girl,Kip Moore,70,2013-06-01,2013-06-01,1,1,Tailgate Country,0,215920,False,0.431,0.373,2,-10.76,1,0.0277,0.16,1.41e-05,0.259,0.0884,85.548,1,country,Hey Pretty Girl,hot-100
"Hey, Soul Sister",Train,11,2010-06-05,2010-06-05,1,1,"Save Me, San Francisco (Golden Gate Edition)",82,216773,False,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4,rock,Aktuelle,hot-100
High Hopes,Panic! At The Disco,22,2019-06-01,2019-06-01,1,1,Pray for the Wicked,81,190946,False,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4,rock,,hot-100
High School,Nicki Minaj;Lil Wayne,78,2013-06-01,2013-06-01,1,1,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),67,218746,True,0.531,0.683,1,-4.093,0,0.333,0.135,0.00265,0.22,0.212,84.817,4,dance,,hot-100
Highway Don't Care,Tim McGraw;Taylor Swift;Keith Urban,24,2013-06-01,2013-06-01,1,1,Two Lanes Of Freedom,57,279066,False,0.477,0.79,2,-5.348,1,0.0394,0.0261,0.0,0.0841,0.505,157.797,4,country,,hot-100
Highway to Hell,AC/DC,24,,,1,1,Highway to Hell,85,208400,False,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,hard-rock,,List of best-selling singles
Hips Don't Lie (feat. Wyclef Jean),Shakira;Wyclef Jean,40,,,1,1,"Oral Fixation, Vol. 2 (Expanded Edition)",84,218093,False,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,dance,,List of best-selling singles
Ho Hey,The Lumineers,33,2013-06-01,2013-06-01,1,1,The Lumineers (Deluxe Edition),79,163133,False,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,4,folk,Familiar;Martin Bickham,hot-100
"Honey, I'm Good.",Andy Grammer,12,2015-06-06,2015-06-06,1,1,Magazines Or Novels,48,199263,False,0.754,0.802,9,-6.424,1,0.0551,0.0349,0.0,0.335,0.583,122.026,4,rock,,hot-100
Hot Stuff,Donna Summer,96,,,1,1,Bad Girls,67,314760,False,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4,disco,,Greatest of All Time Hot 100 Singles
Hound Dog,Elvis Presley,26,,,1,1,Elvis' Golden Records,66,136026,False,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,4,rock-n-roll,***Elvis Presley***;Hound Dog,List of best-selling singles
How Deep Is Your Love,Bee Gees,27,,,1,1,Greatest,74,245200,False,0.633,0.357,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.938,4,disco,,Greatest of All Time Hot 100 Singles
How Do I Live,LeAnn Rimes,6,,,1,1,Greatest Hits,69,266973,False,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,4,country,,Greatest of All Time Hot 100 Singles
How Not To,Dan + Shay,74,2017-06-03,2017-06-03,1,1,Finest Country,0,192000,False,0.501,0.836,11,-3.587,0,0.0488,0.208,0.0,0.152,0.617,159.849,4,country,,hot-100
How You Remind Me,Nickelback,51,,,1,1,Silver Side Up,80,223840,False,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,4,alt-rock,,Greatest of All Time Hot 100 Singles
Human,Rag'n'Bone Man,75,2017-06-03,2017-06-03,1,1,Human (Deluxe),78,200186,False,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,4,soul,,hot-100
I Ain't Worried,OneRepublic,78,2022-07-02,2022-07-02,1,1,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",96,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,piano,,hot-100
I Feel It Coming,The Weeknd;Daft Punk,46,2017-06-03,2017-06-03,1,1,Sunny Mornings,3,269186,False,0.773,0.82,0,-5.897,0,0.115,0.394,0.0,0.0739,0.555,92.996,4,pop,,hot-100
I Hope,Gabby Barrett,19,2020-06-06,2021-01-02,2,1,Goldmine,74,210772,False,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,4,country,,hot-100
I Like It,Enrique Iglesias;Pitbull,82,2010-06-05,2010-06-05,1,1,Euphoria,64,231373,False,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,4,latin,,hot-100
I Like Me Better,Lauv,55,2018-06-02,2018-06-02,1,1,I met you when I was 18. (the playlist),83,197436,False,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,dance,,hot-100
I Love It,Icona Pop;Charli XCX,9,2013-06-01,2013-06-01,1,1,Running Songs,1,155733,False,0.731,0.886,1,-3.228,1,0.027,0.0281,4.59e-06,0.226,0.797,125.992,4,edm,,hot-100
I Love My Country,Florida Georgia Line,64,2020-06-06,2020-06-06,1,1,Country USA,0,185466,False,0.525,0.94,4,-3.546,1,0.065,0.0283,0.0,0.236,0.636,140.093,4,country,,hot-100
I Love Rock 'N Roll,Joan Jett & the Blackhearts,80,,,1,1,I Love Rock 'N' Roll (Expanded Edition),77,175173,False,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,4,punk-rock,,Greatest of All Time Hot 100 Singles
I Need A Doctor,Dr. Dre;Eminem;Skylar Grey,40,2011-06-04,2011-06-04,1,1,I Need A Doctor,72,283733,True,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,4,funk,,hot-100
I Need Your Love (feat. Ellie Goulding),Calvin Harris;Ellie Goulding,58,2013-06-01,2013-06-01,1,1,18 Months,71,234506,False,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,4,electro,,hot-100
I Really Like You,Carly Rae Jepsen,80,2015-06-06,2015-06-06,1,1,Emotion (Deluxe Expanded Edition),70,204763,False,0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,4,electro,,hot-100
I Want To Hold Your Hand,The Beatles,7,,,2,2,Love,46,82397,False,0.287,0.753,7,-7.587,1,0.0387,0.0652,0.0,0.288,0.882,130.637,4,british,,List of best-selling singles
I Want You To Know,Zedd;Selena Gomez,69,2015-06-06,2015-06-06,1,1,True Colors,66,240000,False,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,4,edm,,hot-100
I Won't Give Up,Jason Mraz,29,2012-06-02,2012-06-02,1,1,Love Is a Four Letter Word,69,240165,False,0.483,0.303,4,-10.058,1,0.0429,0.694,0.0,0.115,0.139,133.406,3,acoustic,,hot-100
I Won't Let Go,Rascal Flatts,33,2011-06-04,2011-06-04,1,1,Nothing Like This,52,227760,False,0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,4,country,,hot-100
I'll Make Love To You,Boyz II Men,24,,,1,1,Los Clásicos del Pop 90s,2,245786,False,0.562,0.512,2,-6.443,1,0.0239,0.109,0.0,0.065,0.189,142.4,3,r-n-b,,Greatest of All Time Hot 100 Singles
I'm Yours,Jason Mraz,20,,,1,1,We Sing. We Dance. We Steal Things.,80,242946,False,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,4,acoustic,Bröllopslstan;Jason Mraz – I'm Yours,List of best-selling singles
I'm a Believer,The Monkees,23,,,2,2,The Best of The Monkees,57,165613,False,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,4,psych-rock,,List of best-selling singles
IDGAF,Dua Lipa,51,2018-06-02,2018-06-02,1,1,Dua Lipa (Deluxe),80,217946,True,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,dance,,hot-100
If I Can't Have You,Shawn Mendes,16,2019-06-01,2019-06-01,1,1,pov: it's 2019,0,190800,False,0.69,0.809,2,-4.198,1,0.0603,0.524,0.0,0.147,0.864,123.912,4,dance,,hot-100
In A Minute,Lil Baby,63,2022-07-02,2022-07-02,1,1,Bad Boy Club,0,200470,True,0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,4,hip-hop,,hot-100
In Case You Didn't Know,Brett Young,23,2017-06-03,2017-06-03,1,1,Brett Young,75,224853,False,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,4,country,,hot-100
In My Blood,Shawn Mendes,20,2018-06-02,2018-06-02,1,1,Concierto en la ducha,0,211360,False,0.622,0.711,5,-7.321,1,0.0665,0.0573,0.0,0.13,0.487,140.016,4,dance,,hot-100
Intentions,Justin Bieber;Quavo,9,2020-06-06,2020-06-06,1,1,pov: it's 2020,0,212868,False,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011,4,pop,,hot-100
Issues,Julia Michaels,14,2017-06-03,2017-06-03,1,1,Concierto en la ducha,0,176346,False,0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965,4,electro,,hot-100
It's Now or Never,Elvis Presley,7,,,1,1,Elvis 30 #1 Hits,57,194600,False,0.643,0.491,4,-9.312,1,0.0344,0.642,0.00972,0.286,0.753,126.399,4,rock-n-roll,,List of best-selling singles
Jack Sparrow,The Lonely Island;Michael Bolton,98,2011-06-04,2011-06-04,1,1,Turtleneck & Chain (Explicit Version),58,187746,True,0.718,0.712,8,-5.242,1,0.222,0.0225,0.0,0.0442,0.42,97.005,4,comedy,,hot-100
Jimmy Cooks (feat. 21 Savage),Drake;21 Savage,1,2022-07-02,2022-07-02,1,1,"Honestly, Nevermind",91,218364,True,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41e-06,0.093,0.366,165.921,4,hip-hop,,hot-100
Judas,Lady Gaga,41,2011-06-04,2011-06-04,1,1,Pop & Halloween,10,249066,False,0.661,0.937,10,-3.83,0,0.0744,0.000967,1.58e-05,0.355,0.535,130.999,4,dance,,hot-100
Just Dance,Lady Gaga;Colby O'Donis,41,,,1,1,Halloween Party Canzoni per Bambini 2022,0,244055,False,0.813,0.74,1,-4.668,0,0.0327,0.0318,1.43e-05,0.166,0.699,118.976,4,dance,,List of best-selling singles
Just the Way You Are,Bruno Mars,1,2011-06-04,2011-06-04,4,3,Doo-Wops & Hooligans,82,220734,False,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,4,dance,,List of best-selling singles
Kings & Queens,Ava Max,41,2021-01-02,2021-01-02,1,1,Heaven & Hell,81,162398,False,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4,dance,,hot-100
Knowing You,Kenny Chesney,99,2022-01-01,2022-01-01,1,1,Easy Country,0,226266,False,0.568,0.562,7,-6.12,1,0.0258,0.23,3.41e-06,0.119,0.178,125.981,3,country,,hot-100
Kung Fu Fighting,Carl Douglas,13,,,1,1,Kung Fu Fighter,26,197935,False,0.621,0.764,2,-8.702,1,0.0578,0.146,4.97e-05,0.161,0.745,102.288,4,disco,,List of best-selling singles
Last Christmas,Wham!,4,2021-01-02,2024-01-06,5,2,LAST CHRISTMAS,74,262960,False,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4,disco,,hot-100
Latch,Disclosure;Sam Smith,29,2014-06-07,2014-06-07,1,1,Larga Vida al Electro,0,256040,False,0.5,0.731,1,-5.494,1,0.163,0.0179,0.000338,0.0864,0.542,121.989,4,house,,hot-100
Let Her Go,Passenger,50,2014-06-07,2014-06-07,1,1,All the Little Lights (Deluxe),75,252733,False,0.445,0.541,7,-7.36,1,0.0736,0.359,0.0,0.109,0.217,76.289,4,folk,Sc2;arturo 1,hot-100
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,7,2021-01-02,2024-01-06,4,1,Christmas Songs 2022,3,115240,False,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,jazz,,hot-100
Let's Go (feat. Ne-Yo),Calvin Harris;Ne-Yo,89,2012-06-02,2012-06-02,1,1,18 Months,66,232800,False,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,4,progressive-house,,hot-100
Levitating,Dua Lipa,5,2021-01-02,2021-01-02,3,3,Future Nostalgia,84,203807,False,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,dance,,List of best-selling singles
Life Goes On,Oliver Tree,81,2022-01-01,2022-01-01,1,1,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",79,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,alternative,,hot-100
Lights,Ellie Goulding,22,2012-06-02,2012-06-02,1,1,Old But Gold,66,245853,False,0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,4,edm,Electric Electronic Awesomeness,hot-100
Linus And Lucy,Vince Guaraldi Trio,37,2022-01-01,2022-01-01,1,1,Best Christmas Playlist Ever 2022,0,185453,False,0.497,0.386,8,-14.177,1,0.038,0.784,0.927,0.167,0.695,81.774,4,jazz,DW Emotion Exercise - Joy,hot-100
Little Saint Nick,The Beach Boys,25,2021-01-02,2024-01-06,4,1,Classic Christmas Greatest Hits,0,120226,False,0.551,0.424,6,-10.73,1,0.0353,0.637,0.0,0.165,0.925,131.746,4,psych-rock,,hot-100
Little Talks,Of Monsters and Men,81,2012-06-02,2012-06-02,1,1,10's Music Grandi Successi,0,266333,False,0.446,0.76,1,-4.725,1,0.0321,0.0159,0.0,0.319,0.346,103.295,4,folk,I don't know;Sc2,hot-100
Livin' On A Prayer,Bon Jovi,12,,,1,1,Обратно в клас - rock,1,250626,False,0.527,0.89,0,-3.335,1,0.0338,0.0678,0.000162,0.222,0.818,122.494,4,metal,Daddy's Rock n Roll ;Foute Bon Jovi;New Cover Down,List of best-selling singles
Locked out of Heaven,Bruno Mars,37,2013-06-01,2013-06-01,1,1,Unorthodox Jukebox,87,233478,False,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,4,dance,,hot-100
Look At Me!,XXXTENTACION,49,2017-06-03,2017-06-03,1,1,Look At Me!,82,126345,True,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,emo,,hot-100
Love Me Like You Do,Ellie Goulding,11,2015-06-06,2015-06-06,2,2,Fifty Shades Freed (Original Motion Picture Soundtrack),79,253520,False,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,4,dance,,hot-100
Love Me More,Sam Smith,97,2022-07-02,2022-07-02,1,1,LUGNA LÅTAR,3,190658,False,0.791,0.439,10,-5.62,1,0.0645,0.302,1.85e-05,0.126,0.559,85.004,4,dance,,hot-100
